Dates,03-08-2026,Place,Driving Ranges

Club,Index,Ball Speed(mph),Launch Direction,Launch Angle,Spin Rate,Spin Axis,Back Spin,Side Spin,Apex(yd),Carry(yd),Total(yd),Offline(yd),Landing Angle,Club Path,Face Angle,Attack Angle, Dynamic Loft
,Deviation,0.9,1.6,1.4,664,7.7,661,1171.8,0.8,2.7,2.5,8.6,0.6,1.0,2.1,0.7,1.6
S-Wedge,0,75.7,R8.0,33.4,7192,R0.7,7191,R82,23.7,89.4,90.4,R11.8,50.2,R7.5,R8.1,-1.7,44.1
S-Wedge,1,82.3,R1.7,32.5,9784,L2.4,9775,L414,27.8,97.4,97.2,R0.8,52.0,R6.8,R0.4,-1.9,43.1
S-Wedge,2,82.1,R0.8,34.9,7505,L6.9,7451,L904,29.3,97.7,98.1,L3.7,53.2,R6.6,L0.6,-0.7,45.9
S-Wedge,3,76.3,R5.5,37.2,7616,L5.9,7575,L784,27.2,87.2,87.6,R4.1,53.5,L0.0,L0.0,0.0,0.0
,Average,79.1,R4.0,34.5,8024,L3.7,7998,L505,27.0,92.9,93.3,R3.2,52.2,R5.2,R2.0,-1.1,33.3
,Deviation,1.4,2.9,1.8,1028,3.0,1035,384.0,1.9,4.3,4.1,5.6,1.3,3.0,3.6,0.8,19.2
L-Wedge,0,72.9,R4.4,34.8,11267,R0.5,11266,R90,23.4,80.7,80.2,R6.0,51.9,R8.5,R4.2,0.0,45.5
L-Wedge,1,81.4,R0.9,36.0,9958,L15.4,9603,L2637,29.8,92.4,92.1,L9.8,54.4,R8.9,L1.0,0.6,47.0
L-Wedge,2,79.9,R3.9,37.6,10890,L5.8,10834,L1105,30.4,88.0,87.2,R1.3,55.5,R7.3,R3.1,1.0,48.9
,Average,78.0,R3.1,36.1,10705,L6.9,10568,L1217,27.9,87.0,86.5,L0.8,53.9,R8.2,R2.1,0.5,47.1
,Deviation,1.7,1.5,1.1,550,6.5,705,1116.1,2.9,4.4,4.5,6.6,1.5,0.7,2.2,0.4,1.4
