Dates,03-25-2026,Place,Driving Ranges

Club,Index,Ball Speed(mph),Launch Direction,Launch Angle,Spin Rate,Spin Axis,Back Spin,Side Spin,Apex(yd),Carry(yd),Total(yd),Offline(yd),Landing Angle,Club Path,Face Angle,Attack Angle, Dynamic Loft
,Deviation,1.8,1.7,5.5,870,2.5,841,368.9,2.1,2.4,6.0,2.1,7.2,1.6,2.0,1.1,6.8
S-Wedge,0,55.7,R1.8,30.8,7530,R12.2,7360,R1591,10.9,55.8,57.9,R4.2,41.0,L0.4,R2.3,-3.1,40.8
S-Wedge,1,56.5,L0.5,27.6,7515,R7.0,7459,R915,9.6,56.4,59.4,R1.1,37.5,L0.9,L0.3,-5.8,37.4
S-Wedge,2,50.9,R1.1,27.1,8129,R13.6,7902,R1907,7.4,46.2,49.5,R2.8,35.0,L3.1,R2.1,-6.3,36.7
S-Wedge,3,52.1,R4.1,31.0,8441,R16.9,8078,R2447,9.5,49.5,51.2,R6.3,40.2,L0.0,L0.0,0.0,0.0
S-Wedge,4,53.1,L0.4,24.0,6714,R17.8,6394,R2047,6.6,47.9,53.7,R2.2,31.6,L5.2,R0.8,-6.3,32.9
S-Wedge,5,51.5,R0.8,29.0,7608,R10.7,7477,R1407,8.4,48.1,50.8,R2.3,37.5,L2.9,R1.7,-6.0,39.1
S-Wedge,6,49.3,R0.2,30.1,7612,R13.2,7410,R1740,8.1,44.9,47.2,R2.1,38.2,L0.0,L0.0,0.0,0.0
S-Wedge,7,55.1,L0.7,25.9,7765,R7.8,7693,R1057,8.3,53.2,56.8,R0.9,35.0,L1.4,L0.6,-6.2,35.2
S-Wedge,8,47.2,L0.2,31.2,6210,R6.1,6175,R655,7.7,41.6,44.5,R0.6,38.5,L0.0,L0.0,0.0,0.0
S-Wedge,9,51.1,R0.2,29.1,8028,R10.5,7893,R1465,8.3,47.4,49.9,R1.9,37.5,L3.2,R1.1,-5.5,39.2
S-Wedge,10,52.6,R1.1,29.1,7845,R10.6,7710,R1448,8.9,50.1,52.5,R2.7,38.1,L1.9,R1.8,-6.1,39.3
,Average,52.3,R0.7,28.6,7582,R11.5,7414,R1516,8.5,49.2,52.1,R2.5,37.3,L1.7,R0.8,-4.1,27.3
,Deviation,1.2,1.3,2.2,602,3.6,577,494.5,1.0,3.9,4.0,1.6,2.5,1.6,1.0,2.7,16.9
L-Wedge,0,54.1,L0.5,27.6,8121,R13.6,7894,R1905,8.7,52.0,54.7,R2.2,36.8,L1.8,L0.1,-6.3,37.5
L-Wedge,1,51.0,R5.6,37.6,7008,R8.3,6934,R1014,12.0,48.2,49.2,R5.8,46.7,L0.0,L0.0,0.0,0.0
L-Wedge,2,49.5,R3.9,34.1,7994,R12.0,7819,R1665,9.8,45.7,46.9,R4.8,42.7,L0.0,L0.0,0.0,0.0
L-Wedge,3,51.0,L0.5,31.8,7869,R10.6,7735,R1448,9.5,48.0,49.7,R1.4,40.8,L3.2,R0.1,-6.1,42.8
L-Wedge,4,53.4,R2.9,33.8,8621,R11.4,8452,R1697,11.5,52.1,52.9,R4.8,44.0,L0.0,L0.0,0.0,0.0
,Average,51.8,R2.3,33.0,7923,R11.2,7767,R1546,10.3,49.2,50.7,R3.8,42.2,L1.0,L0.0,-2.5,16.0
,Deviation,0.8,2.4,3.3,524,1.7,486,302.8,1.1,2.3,2.6,1.7,3.3,1.3,0.1,3.0,19.7
